title, studio, total_gross, total_gross_theaters, opening, opening_theaters, open
The Challenge, Emb, $2977706, 228, $522668, 228, 7/23/1982
The Challenge (2017), KL, $9592, 2, $2171, 1, 9/8/2017
The Challenger, WinD, $19003, 28, $12246, 28, 9/11/2015
Chalo Dilli, Eros, $94300, 31, $38268, 31, 4/29/2011
Chalte Chalte, Eros, $836225, 61, $150000, 22, 6/13/2003
The Chamber, Uni., $14551359, 2032, $5612095, 2026, 10/11/1996
The Chambermaid, FM, $315, 1, n/a, n/a, 5/29/2015
The Champ, MGM, $30441738, n/a, $1972684, 563, 4/4/1979
Champion, AAE, $175232, 31, $108591, 31, 5/19/2017
Champions, AVCO, $200498, 55, $54262, 39, 4/20/1984
Chance Pe Dance, UTV, $168643, 68, $117917, 68, 1/15/2010
Chances Are, TriS, $16278590, 1190, $3664386, 837, 3/10/1989
Chandni Chowk to China, WB, $921738, 130, $629921, 130, 1/16/2009
Change of Plans, IFC, $46714, 2, $15378, 2, 8/27/2010
A Change of Seasons, Fox, n/a, n/a, n/a, n/a, 12/19/1980
The Change-Up, Uni., $37081475, 2913, $13531115, 2913, 8/5/2011
Changeling, Uni., $35739802, 1896, $489015, 15, 10/24/2008
The Changeling, AFD, n/a, n/a, n/a, n/a, 3/28/1980
Changing Lanes, Par., $66818548, 2642, $17128062, 2613, 4/12/2002
Changing Times, Koch, $545255, 7, $31702, 1, 7/14/2006
The Channel, Indic., $18319, 10, $4214, 1, 4/8/2016
Chaos, Din., $10289, 2, n/a, n/a, 8/10/2005
Chaos, NYer, $206789, 5, $20570, 3, 1/29/2003
Chaos Theory, WIP, $240476, 11, n/a, 11, 3/14/2008
Chaos Walking, LGF, n/a, n/a, n/a, n/a, 3/1/2019
The Chaperone, Gold., n/a, n/a, n/a, n/a, 2/18/2011
Chaplin, TriS, $9493259, 1080, $84669, 5, 12/25/1992
Chappaquiddick, ENTMP, n/a, n/a, n/a, n/a, 4/6/2018
Chappie, Sony, $31569268, 3201, $13346782, 3201, 3/6/2015
Chapter & Verse, Pala., $84147, 5, $31331, 1, 2/3/2017
Chapter 27, PArch, $56215, 11, $13910, 1, 3/28/2008
Chapter Two, Col., n/a, n/a, n/a, n/a, 1979
Character, SPC, $623983, 42, $37268, 6, 3/27/1998
Charade, Uni., n/a, n/a, n/a, n/a, 12/5/1963
The Charge at Feather River, WB, n/a, n/a, n/a, n/a, 7/11/1953
The Charge of the Light Brigade, WB, n/a, n/a, n/a, n/a, 10/20/1936
Charged, Gathr, $11394, 3, n/a, n/a, 10/4/2017
Chariots of Fire, Col., $58972904, 810, $68907, 3, 9/25/1981
Charley's Aunt, Fox, n/a, n/a, n/a, n/a, 8/1/1941
Charlie and the Chocolate Factory, WB, $206459076, 3790, $56178450, 3770, 7/15/2005
Charlie Bartlett, MGM, $3951699, 1122, $1836256, 1122, 2/22/2008
Charlie Chan at the Circus, Fox, n/a, n/a, n/a, n/a, 3/18/1936
Charlie Chan at the Olympics, Fox, n/a, n/a, n/a, n/a, 5/21/1937
Charlie Chan at the Opera, Fox, n/a, n/a, n/a, n/a, 12/5/1936
Charlie Chan at the Race Track, Fox, n/a, n/a, n/a, n/a, 8/14/1936
Charlie Chan in Egypt, Fox, n/a, n/a, n/a, n/a, 6/4/1935
Charlie Chan in London, Fox, n/a, n/a, n/a, n/a, 9/12/1934
Charlie Chan in Paris, Fox, n/a, n/a, n/a, n/a, 1/21/1935
Charlie Chan in Shanghai, Fox, n/a, n/a, n/a, n/a, 10/14/1935
Charlie Countryman, MNE, $11650, 15, $7973, 15, 11/15/2013
Charlie St. Cloud, Uni., $31162545, 2725, $12381585, 2718, 7/30/2010
Charlie Wilson's War, Uni., $66661095, 2594, $9656250, 2575, 12/21/2007
Charlie's Angels, Sony, $125305545, 3037, $40128550, 3037, 11/3/2000
Charlie's Angels (2019), Sony, n/a, n/a, n/a, n/a, 6/7/2019
Charlie's Angels: Full Throttle, Sony, $100830111, 3485, $37634221, 3459, 6/27/2003
Charlie's Country, MR, $42937, 8, $5340, 4, 6/5/2015
Charlotte Gray, WB, $741394, 52, $46271, 5, 12/28/2001
Charlotte Rampling: The Look, KL, $19988, 2, $5905, 2, 11/4/2011
Charlotte Sometimes, SmlP, $150445, 5, $3284, 1, 5/2/2003
Charlotte's Web, Par., n/a, n/a, n/a, n/a, 2/22/1973
Charlotte's Web (2006), Par., $82985708, 3745, $11457353, 3566, 12/15/2006
Charly, Excel, $814666, 36, $56900, 36, 9/27/2002
The Charnel House, Free, $6332, 10, $4518, 10, 11/4/2016
The Chase, Fox, $7924955, 1633, $3421028, 1633, 3/4/1994
Chasers, WB, $1596687, 782, $733859, 782, 4/22/1994
Chasing Amy, Mira., $12021272, 553, $52446, 3, 4/4/1997
Chasing Dreams, Nasc, n/a, n/a, n/a, n/a, 1982
Chasing Ice, SD, $1328467, 53, n/a, n/a, 11/9/2012
Chasing Liberty, WB, $12195626, 2400, $6081483, 2400, 1/9/2004
Chasing Madoff, Cohen, $157612, 9, n/a, 9, 8/26/2011
Chasing Mavericks, Fox, $6002756, 2030, $2268274, 2002, 10/26/2012
Chasing Papi, Fox, $6130049, 585, $2404557, 585, 4/16/2003
Chasing the Dragon, WGUSA, $456854, 52, $138346, 52, 9/29/2017
Chasing Trane: The John Coltrane Documentary, Abr., $406284, 17, $16626, 1, 4/14/2017
The Chateau, IFC, $202272, 8, $15968, 2, 8/9/2002
Chattahoochee, Hemd, $259486, 2, $17471, 2, 4/20/1990
Chavela, MBox, $132599, 14, $22453, 4, 10/4/2017
Che, IFC, $1497109, 39, $61070, 2, 12/12/2008
The Cheap Detective, Col., n/a, n/a, n/a, n/a, 6/23/1978
Cheap Shots, Hemd, $2323, 2, n/a, n/a, 11/15/1991
Cheap Thrills, Drft., $59424, 18, $18638, 2, 3/21/2014
Cheaper by the Dozen, Fox, $138614544, 3307, $27557647, 3298, 12/25/2003
Cheaper by the Dozen 2, Fox, $82571173, 3211, $9309387, 3175, 12/21/2005
Cheatin', Ply, $15077, 10, n/a, n/a, 4/3/2015
Checkered Flag or Crash, Uni., n/a, n/a, n/a, n/a, 1977
Checking Out, WB, $30877, 8, $12730, 1, 4/21/1989
Cheech, All., $329972, 43, n/a, n/a, 10/6/2006
Cheech & Chong Still Smokin', Par., $15543710, 730, $3085705, 710, 5/6/1983
Cheech & Chong's Next Movie, Uni., $41675194, n/a, $5262963, 814, 7/18/1980
Cheech and Chong's Corsican Bros., Orion, $3772785, 868, $1667881, 868, 7/27/1984
Cheech and Chong's Nice Dreams, Col., n/a, n/a, n/a, n/a, 6/12/1981
Cheeni Kum, Eros, $697369, 51, $346245, 51, 5/25/2007
Cheerful Weather for the Wedding, IFC, $2651, 2, $727, 1, 12/7/2012
Cheetah, BV, $8153677, 1321, $2636118, 1310, 8/18/1989
Chef, ORF, $31424003, 1298, $204961, 6, 5/9/2014
A Chef in Love, SPC, $686704, 34, $36628, 6, 4/23/1997
Chelsea on the Rocks, Aliq., $11799, 1, $4286, 1, 10/2/2009
Chelsea Walls, Lions, $60902, 6, $10003, 3, 4/19/2002
Chely Wright: Wish Me Away, FRun, $18618, 4, $5026, 3, 6/1/2012
Chennai Express, UTV, $5307960, 196, $2220497, 196, 8/8/2013
Cheri, Mira., $2715657, 191, $405701, 76, 6/26/2009
Cherish, FL, $179751, 26, $36618, 6, 6/7/2002
Chernobyl Diaries, WB, $18119640, 2433, $7955307, 2433, 5/25/2012
Cherry, Abr., $11362, 3, $2416, 1, 10/8/2010
Cherry Blossoms, Strand, $104433, 8, $3322, 1, 1/16/2009
The Cherry Orchard, Kino, $135280, 3, $2159, 3, 2/22/2002
Chevalier, Strand, $25696, 7, $5968, 3, 5/27/2016
Cheyenne Autumn, WB, n/a, n/a, n/a, n/a, 10/3/1964
The Cheyenne Social Club, NGP, n/a, n/a, n/a, n/a, 6/12/1970
Chi-Raq, RAtt., $2653032, 305, $1198453, 305, 12/4/2015
Chic!, Distrib., $5587, 1, $587, 1, 5/1/2015
Chicago, Mira., $170687518, 2701, $2074929, 77, 12/27/2002
Chicago 10, RAtt., $177490, 14, $42724, 14, 2/29/2008
Chicago Cab, Castle, $23946, 2, $2947, 1, 9/11/1998
Chicago Joe and the Showgirl, NL, $85395, 18, $14979, 6, 7/27/1990
Chicken Little, BV, $135386665, 3658, $40049778, 3654, 11/4/2005
Chicken Run, DW, $106834564, 2953, $17506162, 2491, 6/23/2000
Chicken Soup for the Soul, WB, n/a, n/a, n/a, n/a, 2017
Chicken with Plums, SPC, $253874, 24, $11301, 2, 8/17/2012
Chico & Rita, GK, $350524, 23, $20654, 1, 2/10/2012
Chihwaseon, Kino, $64029, 5, $8196, 3, 2/14/2003
Child 44, LG/S, $1224330, 510, $621812, 510, 4/17/2015
The Child I Never Was, Strand, $2609, 1, $1617, 1, 10/8/2004
Child of God, WGUSA, $39324, 8, $27630, 8, 8/1/2014
Child's Play, UA, $33244684, 1490, $6583963, 1377, 11/11/1988
Child's Play 2, Uni., $28501605, 2017, $10718520, 1996, 11/9/1990
Child's Play 3, Uni., $14960255, 2130, $5718940, 2126, 8/30/1991
Child's Pose, Zeit., $97170, 10, $12955, 2, 2/19/2014
Childhood's End, Plainv., $3804, 1, $2556, 1, 4/4/1997
Childless, Mont., $1036, 1, $732, 1, 5/15/2015
Children of a Lesser God, Par., $31853080, 544, $1909084, 215, 10/3/1986
Children of Fate, FRun, $1738, 1, $1099, 1, 11/23/1993
Children of Heaven, Mira., $933933, 18, $20100, 3, 1/22/1999
The Children of Huang Shi, SPC, $1031872, 43, $42755, 7, 5/23/2008
Children of Invention, N/A, $11183, 2, $4874, 2, 3/12/2010
Children of Men, Uni., $35552383, 1524, $501003, 16, 12/25/2006
Children of Paradise (2012 re-release), Jan., $36986, 2, $10741, 2, 3/9/2012
Children of the Century, Emp., $56611, 5, $8044, 1, 9/13/2002
Children of the Corn, NW, $14568989, 653, $2042821, 350, 3/9/1984
Children of the Corn II, Mira., $6980986, 963, $2719750, 946, 1/29/1993
Children of the Revolution, Mira., $838368, 59, $31562, 6, 5/1/1997
Children on Their Birthdays, Art., n/a, n/a, n/a, n/a, 10/18/2002
Children Underground, Cmx., $12798, 1, $3075, 1, 9/19/2001
Chill Factor, WB, $11263966, 2558, $4529231, 2558, 9/3/1999
Chillar Party, UTV, $6330, 7, $4155, 7, 7/8/2011
Chimes at Midnight (2016 re-release), Jan., $126724, 4, $20480, 2, 1/1/2016
Chimpanzee, BV, $28972764, 1567, $10673748, 1563, 4/20/2012
China Blue, Argo., $12185, 3, $3767, 2, 1/19/2007
China Cry: A True Story, Pen., $4212828, n/a, n/a, n/a, 11/2/1990
China Doll, UA, n/a, n/a, n/a, n/a, 12/3/1958
China Girl, Vest, $1262091, 193, $531362, 193, 9/25/1987
China Heavyweight, Zeit., $10550, 4, $3792, 1, 7/6/2012
China Moon, Orion, $3038499, 377, $1183843, 377, 3/4/1994
The China Syndrome, Col., $51718367, n/a, n/a, n/a, 3/16/1979
China: The Panda Adventure (IMAX), Imax, $3921642, 21, $28268, 3, 6/9/2001
Chinatown, Par., $29200000, n/a, n/a, n/a, 6/21/1974
Chinese Box, Trim., $2178160, 106, $97916, 12, 4/17/1998
Chinese Puzzle, Cohen, $338523, 29, $23544, 2, 5/16/2014
The Chipmunk Adventure, Gold., $6804312, 916, $2584720, 916, 5/22/1987
CHiPs, WB, $18600152, 2464, $7722802, 2464, 3/24/2017
Chisum, WB, n/a, n/a, n/a, n/a, 7/29/1970
Chloe, SPC, $3075255, 350, $900688, 350, 3/26/2010
Chocolat, Mira., $71509363, 1928, $157624, 8, 12/15/2000
Chocolat (1989), OrionC, $2317091, n/a, n/a, n/a, 3/10/1989
Chocolat (2015 re-release), FILMDESK, $2710, 1, $2710, 1, 9/18/2015
Chocolate, Magn., $14845, 7, $11180, 7, 2/6/2009
Chocolate (2005), Eros, $49000, 20, $38000, 20, 9/16/2005
Chocolate City, Free, $212662, 24, $98829, 15, 5/22/2015
The Chocolate War, MCE, $303624, 11, $14351, 2, 11/18/1988
The Choice, LGF, $18730891, 2631, $6050443, 2631, 2/5/2016
Choice of Weapons, Outr., $2032, 1, $2032, 1, 7/12/2002
Choke, FoxS, $2926565, 435, $1319286, 435, 9/26/2008
Choking Man, ICir, $5474, 2, $4189, 1, 11/9/2007
Chonda Pierce: Enough, Fathom, $1260116, 798, n/a, n/a, 4/25/2017
Chongqing Hot Pot, CL, $779818, 46, $201960, 20, 4/1/2016
Chooch, AL, $31015, 3, $10616, 3, 8/27/2004
Choose Connor, Strand, $5788, 2, $1441, 1, 10/10/2008
Choose Me, IsAl, $2490233, n/a, n/a, n/a, 8/29/1984
Chop Shop, Koch, $125045, 3, $8475, 1, 2/27/2008
Chop Suey, Zeit., $179914, 5, $10472, 1, 10/5/2001
Chopper, First, $236185, 14, $15044, 3, 4/11/2001
The Chorus, Mira., $1548036*, 59, $18355, 2, 1/14/2005
A Chorus Line, Col., $14202899, 680, $222919, 19, 12/13/1985
A Chorus of Disapproval, SoG., $216373, n/a, n/a, n/a, 8/18/1989
Chosen, MDL, $9283, 3, $2449, 1, 12/16/2016
The Chosen, Anls, n/a, n/a, n/a, n/a, 4/30/1982
Chris & Don. A Love Story, Zeit., $216110, 12, $10337, 2, 6/13/2008
Chris Brown: Welcome To My Life, Fathom, $693984, 413, $98088, 293, 6/8/2017
Christian Mingle, RM, $25480, 15, $19836, 15, 10/10/2014
Christina, Indic., $11000, n/a, n/a, n/a, 12/3/2010
Christine, Col., $21017849, 1101, $3408904, 1045, 12/9/1983
Christine (2016), Orch., $298525, 57, $13384, 1, 10/14/2016
Christmas at Maxwell's, Aloha, $12781, 41, $8375, 41, 12/1/2006
The Christmas Candle, ELS, $2258620, 392, $68655, 5, 11/15/2013
A Christmas Carol (1938), MGM, n/a, n/a, n/a, n/a, 12/16/1938
A Christmas Carol (1951), UA, n/a, n/a, n/a, n/a, 11/28/1951
A Christmas Carol (2009), BV, $137855863, 3683, $30051075, 3683, 11/6/2009
Christmas Eve, Ampl., $91302, 44, $45260, 44, 12/4/2015
Christmas in Connecticut, WB, n/a, n/a, n/a, n/a, 7/20/1945
Christmas in July, Par., n/a, n/a, n/a, n/a, 10/18/1940
Christmas in the Clouds, Slow, $279225, 27, $54920, 25, 11/4/2005
Christmas in Wonderland, YFG, $689, 2, $689, 2, 1/25/2008
A Christmas Story, MGM, $19294144*, 938, $2072473, 886, 11/18/1983
A Christmas Story (Re-issue), MGM, $1311065*, 602, $119782, 55, 11/21/1984
A Christmas Tale, IFC, $1060922, 52, $63837, 7, 11/14/2008
Christmas Vacation, WB, $71319526, 1950, $11750203, 1744, 12/1/1989
Christmas with the Kranks, SonR, $73780539, 3416, $21570867, 3393, 11/24/2004
Christopher Columbus: The Discovery, WB, $8251071, 1512, $3101563, 1506, 8/21/1992
Christopher Strong, RKO, n/a, n/a, n/a, n/a, 3/31/1933
Chronic, MR, $9033, 7, $2403, 2, 9/23/2016
Chronicle (2012), Fox, $64575175, 2908, $22004098, 2907, 2/3/2012
Chronicle of an Escape (Cronica de una fuga), IFC, $2370, 1, $1307, 1, 11/30/2007
The Chronicles of Evil, CJ, $105057, 13, n/a, n/a, 5/15/2015
The Chronicles of Narnia: Prince Caspian, BV, $141621490, 3929, $55034805, 3929, 5/16/2008
The Chronicles of Narnia: The Lion the Witch and the Wardrobe, BV, $291710957, 3853, $65556312, 3616, 12/9/2005
The Chronicles of Narnia: The Voyage of the Dawn Treader, Fox, $104386950, 3555, $24005069, 3555, 12/10/2010
The Chronicles of Riddick, Uni., $57761012, 2757, $24289165, 2757, 6/11/2004
Chrystal, First, $80858, 11, $12814, 4, 4/8/2005
Chuck, IFC, $320725, 120, $34565, 4, 5/5/2017
Chuck & Buck, Art., $1055671, 46, $72831, 7, 7/14/2000
The Chumscrubber, NM, $52597, 28, $28548, 28, 8/5/2005
Chungking Express, Roll., $600200, 20, $32779, 4, 3/8/1996
Chunhyang, Lot47, $798977, 16, $16187, 2, 12/29/2000
Chup Chup Ke, UTV, $334618, 31, $110218, 31, 6/9/2006
Church Ball, Hale, $464991, 40, $144376, 40, 3/17/2006
Churchill, Cohen, $1281258, 215, $408891, 215, 6/2/2017
Ciao, Reg., $49494, 3, $2672, 1, 12/5/2008
Ciao America, NAm., $54965, 19, $21559, 19, 9/20/2002
Ciao Professore, Mira., $1113435, n/a, n/a, n/a, 7/15/1994
The Cider House Rules, Mira., $57545092, 1738, $110098, 8, 12/10/1999
The Cimarron Kid, Uni., n/a, n/a, n/a, n/a, Jan 1952
The Cincinnati Kid, MGM, n/a, n/a, n/a, n/a, 10/15/1965
Cinco De Mayo: La Batalla, LGF, $173472, 43, $83586, 20, 5/3/2013
Cinderella (1950), Dis., $10000000*, n/a, n/a, n/a, 3/4/1950
Cinderella (1957 re-issue), Dis., $6000000*, n/a, n/a, n/a, 2/14/1957
Cinderella (1965 re-issue), Dis., $7000000*, n/a, n/a, n/a, 6/9/1965
Cinderella (1973 re-issue), Dis., $8000000*, n/a, n/a, n/a, 3/23/1973
Cinderella (1981 re-issue), BV, $28040000*, n/a, $1300000, 560, 12/18/1981
Cinderella (1987 re-issue), BV, $34101149*, 1657, $5165881, 1646, 11/20/1987
Cinderella (2015), BV, $201151353, 3848, $67877361, 3845, 3/13/2015
Cinderella Liberty, Fox, n/a, n/a, n/a, n/a, 12/18/1973
Cinderella Man, Uni., $61649911, 2820, $18320205, 2812, 6/3/2005
A Cinderella Story, WB, $51438175, 2625, $13623350, 2625, 7/16/2004
Cinema Paradiso, Mira., $11990401*, 124, $16552, 1, 2/2/1990
Cinema Paradiso: The New Version, Mira., $406809*, 15, $25899, 3, 6/14/2002
Cinemania, Loop, $11305, 1, $3948, 1, 5/16/2003
Cinemanovels, Mont., $398, n/a, n/a, n/a, 7/3/2014
The Circle, Wins., $440554, 16, $42300, 13, 3/9/2001
Circle, Indic., $10024, 2, $3926, 2, 8/27/2010
The Circle (2017), STX, $20497844, 3163, $9034148, 3163, 4/28/2017
Circle of Friends, Sav., $23389975, 902, $125587, 4, 3/17/1995
Circo, FRun, $77466, 4, $5403, 1, 4/1/2011
Circuit, Jour, $235087, 7, $34751, 3, 4/26/2002
Circumstance, RAtt., $454121, 31, $43318, 7, 8/26/2011
Circus, Sony, $14693, 8, $8406, 8, 9/15/2000
Cirkus Columbia, Strand, $3457, 1, $1284, 1, 2/17/2012
Cirque du Freak: The Vampire's Assistant, Uni., $13869515, 2754, $6293205, 2754, 10/23/2009
Cirque du Soleil: Journey of Man (IMAX), SPC, $15627434, 22, $49837, 7, 5/5/2000
Cirque Du Soleil: Worlds Away, Par., $12512862, 840, $2162993, 840, 12/21/2012
Citadel, Cdgm., $13377, 7, $5715, 1, 11/9/2012
The Citizen, Mont., $24296, 6, $368, 1, 9/6/2013
Citizen Gangster, IFC, $625, 1, $625, 1, 4/27/2012
Citizen Jane, IFC, $313411, 25, $31451, 2, 4/21/2017
Citizen Kane, RKO, n/a*, n/a, n/a, n/a, 5/1/1941
Citizen Kane (Re-issue), Par., $1585634*, n/a, n/a, n/a, 5/1/1991
Citizen Koch, Vari., $153908, 24, $10200, 1, 6/6/2014
Citizen Ruth, Mira., $285112, 23, $26709, 6, 12/13/1996
Citizen Soldier, INDEP, n/a, n/a, n/a, n/a, 8/5/2016
Citizen Verdict, Free, n/a, 13, n/a, 13, 5/6/2005
Citizenfour, RTWC, $2800870, 105, $126321, 5, 10/24/2014
Citizens Band, Par., $815530, n/a, n/a, n/a, 5/18/1977
City by the Sea, WB, $22448879, 2575, $8935426, 2575, 9/6/2002
The City Dark, Argo., $9269, 2, $2983, 1, 1/18/2012
City Hall, Sony, $20340204, 1815, $6950794, 1815, 2/16/1996
City Heat, WB, $38348988, 1655, $6301694, 1393, 12/7/1984
City Island, Anch., $6671036, 269, $32001, 2, 3/19/2010
City Lights, UA, n/a*, n/a, n/a, n/a, 1/30/1931
City Lights (re-issue), Kino, $19181*, 1, $9102, 1, 7/6/2007
City of Angels, WB, $78685114, 2433, $15369048, 2212, 4/10/1998
City of Ember, Fox, $7873007, 2023, $3129473, 2022, 10/10/2008
City of Ghosts, IFC, $128015, 18, $13601, 2, 7/7/2017
City of Ghosts, UA, $357197, 20, $30547, 6, 4/25/2003
City of God, Mira., $7564459, 242, $88292, 5, 1/17/2003
City of Gold, IFC, $640979, 50, $62959, 4, 3/11/2016
City of Hope, Gold., $1345015, 84, $35281, 5, 10/11/1991
City of Industry, Orion, $1568258, 441, $803811, 441, 3/14/1997
City of Joy, TriS, $14683921, 919, $3405890, 842, 4/17/1992
City of Life and Death, Kino, $122558, 9, $5610, 1, 5/11/2011
City of Lost Children, SPC, $1738611, 36, $34348, 3, 12/15/1995
City of Men, Mira., $325131, 75, $130579, 75, 2/29/2008
City of Rock, WGUSA, $312537, 43, $115524, 43, 10/6/2017
City of Women (2016 re-issue), Cohen, $12516, 1, $6244, 1, 2/19/2016
The City of Your Final Destination, Scre., $493296, 26, $24401, 1, 4/16/2010
City on Fire, AVCO, $784181, n/a, n/a, n/a, 9/14/1979
City Slickers, Col., $124033791, 2171, $13032121, 1992, 6/7/1991
City Slickers II: The Legend of Curly's Gold, Col., $43622150, 2243, $11516375, 2243, 6/10/1994
Civic Duty, Free, $95953, 56, $54902, 56, 5/4/2007
A Civil Action, BV, $56709981, 2319, $70079, 2, 12/25/1998
Civil Brand, Lions, $254293, 35, $99296, 35, 8/29/2003
CJ7, SPC, $207378, 30, $49770, 19, 3/7/2008
The Claim, MGM, $669258, 29, $7131, 1, 12/29/2000
Claire Dolan, NYer, $9480, n/a, n/a, n/a, 2/25/2000
Clambake, UA, n/a, n/a, n/a, n/a, 11/22/1967
The Clan of the Cave Bear, WB, $1953732, 106, $25428, 1, 1/17/1986
Clandestine Childhood, IFC, $9017, 2, $8137, 2, 1/18/2013
Clara's Heart, WB, $5194491, 315, $588869, 74, 10/7/1988
Clarence (2017), Indic., $10495, 2, $5004, 2, 9/1/2017
Clash (Bay Rong), Vari., $27052, 9, $12249, 9, 3/11/2011
Clash of the Titans (1981), MGM, $41092328, n/a, n/a, n/a, 6/12/1981
Clash of the Titans (2010), WB, $163214888, 3802, $61235105, 3777, 4/2/2010
The Class, SPC, $3766810, 126, n/a, n/a, 12/19/2008
Class, Orion, $21667789, 844, $4553233, 839, 7/22/1983
Class Act, WB, $13272113, 1148, $3421827, 1148, 6/5/1992
Class Action, Fox, $24277858, 1132, $4207923, 778, 3/15/1991
Class of 1999, Tau, $2459895, 320, $767620, 320, 5/11/1990
Classe Tous Risques (re-issue), Rialto, $95413, 2, $11945, 1, 11/18/2005
Clay Pigeons, Gram., $1794086, 297, $167364, 19, 9/25/1998
Clean, Palm, $138711, 8, $14953, 2, 4/28/2006
Clean and Sober, WB, $8674093, 675, $2205628, 673, 8/12/1988
Clean Slate, MGM, $7355425, 1474, $3136130, 1457, 5/6/1994
Clean Shaven, Strand, $26351, n/a, n/a, n/a, 3/31/1995
Clear and Present Danger, Par., $122187717, 2433, $20348017, 2378, 8/5/1994
The Clearing, FoxS, $5763875, 449, $472781, 56, 7/2/2004
Cleopatra (1934), Par., n/a, n/a, n/a, n/a, 10/5/1934
Cleopatra (1963), Fox, $57777778, n/a, n/a, n/a, 6/12/1963
Cleopatra's Second Husband, Indic., $175058, 1, $7116, 1, 9/29/2000
Clerks, Mira., $3151130, 96, $31665, 2, 10/19/1994
Clerks II, MGM/W, $24148068, 2150, $10061132, 2150, 7/21/2006
Click, SonR, $137355633, 3764, $40011365, 3749, 6/23/2006
The Client, WB, $92115211, 2365, $17174262, 2052, 7/22/1994
Client 9: The Rise and Fall of Eliot Spitzer, Magn., $189416, 17, $16962, 3, 11/5/2010
Cliffhanger, TriS, $84049211, 2431, $16176967, 2333, 5/28/1993
Clifford, Orion, $7408745, 1023, $2571043, 1014, 4/1/1994
Clifford The Big Red Dog, Uni., n/a, n/a, n/a, n/a, TBD
Clifford's Really Big Movie, WB, $2922354, 471, $662152, 471, 4/20/2004
Climates, Zeit., $119958, 7, $9665, 1, 10/27/2006
Clinton Inc., Free, n/a, 20, n/a, 20, 9/30/2016
Clive Barker Presents: Hellraiser, MGM/W, n/a, n/a, n/a, n/a, 2009
Clive Davis: The Soundtrack of Our Lives, Abr., n/a, n/a, n/a, n/a, 9/27/2017
Cloak and Dagger, Uni., $9719952, 1147, $2862025, 1147, 8/10/1984
The Clock, MGM, n/a, n/a, n/a, n/a, 3/22/1945
Clockers, Uni., $13071518, 1234, $4463560, 1208, 9/15/1995
Clockstoppers, Par., $36989956, 2563, $10108333, 2540, 3/29/2002
Clockwatchers, AL, $537948, 9, $34838, 6, 5/15/1998
Clockwise, Uni., $1476356, 38, $156066, 22, 10/10/1986
A Clockwork Orange, WB, $26589355, n/a, n/a, n/a, 2/2/1972
Close Call, Prm, $12077, 4, $12077, 4, 4/16/2004
Close Encounters of the Third Kind, Col., $116395460*, 650, $5379460, 272, 11/16/1977
Close Encounters of the Third Kind (40th Anniversary), Sony, $3100479*, 901, $1767758, 901, 9/1/2017
Close Encounters of the Third Kind (Special Edition), Col., $15693175*, n/a, n/a, n/a, 11/14/1980
Close My Eyes, Castle, $135893, 1, n/a, n/a, 11/8/1991
Close to Eden, Mira., $377832, n/a, n/a, n/a, 10/30/1992
Close to Home, IFC, $20931, 6, $5630, 2, 2/16/2007
Close to You, ABS, $52654, 5, $7612, 1, 2/18/2006
Close Your Eyes, First, $41392, 17, $21980, 17, 4/23/2004
Closed Circuit, Focus, $5750401, 870, $2464931, 870, 8/28/2013
Closed Curtain, Vari., $28098, 5, $5002, 1, 7/9/2014
Closer, Sony, $33987757, 1098, $7707972, 476, 12/3/2004
The Closer You Get, FoxS, $164927, 30, $43307, 10, 2/25/2000
The Closet (Le Placard), Mira., $6678894, 145, $311022, 44, 6/6/2001
Closet Land, Uni., $259012, 153, $121635, 153, 3/6/1991
Closet Monster, Strand, $42166, 11, $6118, 1, 9/23/2016
Closing Escrow, Magn., $8719, 5, $5772, 5, 8/24/2007
Cloud 9, MBox, $91675, 8, $6617, 1, 8/14/2009
Cloud Atlas, WB, $27108272, 2023, $9612247, 2008, 10/26/2012
Clouds of Sils Maria, IFC, $1851517, 187, $61810, 3, 4/10/2015
Cloudy with a Chance of Meatballs, Sony, $124870275, 3119, $30304648, 3119, 9/18/2009
Cloudy with a Chance of Meatballs 2, Sony, $119793567, 4001, $34017930, 4001, 9/27/2013
Cloverfield, Par., $80048433, 3411, $40058229, 3411, 1/18/2008
Clown, W/Dim., $55007, 100, $26920, 100, 6/17/2016
The Club, MBox, $52761, 14, $6514, 2, 2/5/2016
Club Dread, FoxS, $5001708, 1807, $3035688, 1807, 2/27/2004
Club Life, Orch., $4444, 7, n/a, n/a, 5/29/2015
Club Paradise, WB, $12308521, 1186, $4152296, 1172, 7/11/1986
Clubland (1999), Leg., $18529, 60, $12598, 60, 4/16/1999
Clue, Par., $14643997, 1022, $2014166, 1006, 12/13/1985
